Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Chrysler,Sebring,37.471875,5.5,114.5,2167.5,petrol,"1,519",482,78,"2,079"
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"1,593",379,103,"2,075"
Daihatsu,Copen,23.8115,5,64,1298,petrol,551,"1,328",168,"2,047"
Honda,Legend,69.397,5,173,3358.666667,petrol,"1,674",224,111,"2,009"
Peugeot,4007,42.93428571,3.857142857,122.1428571,2308.285714,petrol,"1,317",599,69,"1,985"
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"1,450",434,88,"1,972"
Mercedes,GLK,59.05425,6.75,144.375,2417.875,diesel,"1,384",424,109,"1,917"
Ford,Orion,15.40377778,5,60.11111111,1593.111111,petrol,"1,500",365,35,"1,900"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"1,179",621,85,"1,885"
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"1,268",510,98,"1,876"
Abarth,500C,21.105625,5,60.625,1039.5,petrol,"1,101",649,93,"1,843"
Citroen,Nemo,13.44125,5,54.5,1304,petrol,"1,154",564,73,"1,791"
Audi,S5,105.465,8,257.5,2981,petrol,"1,467",233,89,"1,789"
Lexus,GS,78.47722222,0.888888889,224.7777778,3196.555556,petrol,"1,468",176,112,"1,756"
Citroen,C-Crosser,35.72526667,4.4,121,2287.6,petrol,"1,198",482,56,"1,736"
Peugeot,5008,42.50666667,7.142857143,99.52380952,1294.142857,petrol,"1,056",568,101,"1,725"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"1,432",187,53,"1,672"
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,"1,330",223,88,"1,641"
Dodge,Journey,37.773,5.555555556,114,2184,diesel,"1,051",483,56,"1,590"
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,930,554,72,"1,556"
Audi,R8,226.3833333,6.5,368.6666667,4857,petrol,"1,382",96,77,"1,555"
Skoda,Favorit,7.863333333,5,44,1289,petrol,"1,080",407,57,"1,544"
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,"1,288",154,67,"1,509"
Lexus,RX,88.46428571,0,230,3456,petrol,938,450,89,"1,477"
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,diesel,"1,105",299,67,"1,471"
Peugeot,Expert,21.65952381,5.761904762,90.85714286,1809.714286,diesel,"1,190",217,62,"1,469"
Peugeot,RCZ,38.93888889,6,135.5555556,1642.333333,petrol,805,564,78,"1,447"
Chevrolet,Cruze,28.17,5.583333333,103,1706.333333,petrol,"1,067",290,69,"1,426"
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,petrol,"1,217",97,76,"1,390"
Audi,RS6,175.835,7,433.5,4493.5,petrol,"1,208",101,57,"1,366"
Alfa-Romeo,146,18.19842857,5,87.71428571,1696.428571,petrol,954,307,72,"1,333"
Mazda,MPV,35.29583333,5,102,2129,petrol,847,395,82,"1,324"
Toyota,Paseo,15.764,5,66,1497,petrol,694,549,76,"1,319"
Porsche,Carrera,646.605,6,450,5733,petrol,"1,155",98,51,"1,304"
Mitsubishi,ASX,33.40333333,0,110,1998,petrol,842,391,59,"1,292"
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,928,278,72,"1,278"
Opel,Zafira,35.27,6,112.0714286,1574.428571,petrol,752,414,87,"1,253"
Fiat,Qubo,16.695,5,54,1360,petrol,750,435,49,"1,234"
Ford,Mustang,74.609,3.2,239.2,3640.2,petrol,"1,108",94,28,"1,230"
Fiat,Croma,34.33029412,5.588235294,105,1962.058824,diesel,871,294,34,"1,199"
Alfa-Romeo,145,17.42714286,5,87.71428571,1696.428571,petrol,855,280,57,"1,192"
Nissan,GT-R,177.5,6,419,3799,petrol,"1,081",43,62,"1,186"
BMW,850i,111.993,5,220,4988,petrol,"1,031",87,47,"1,165"
Ferrari,F430,260.287,6,360,4308,petrol,"1,001",50,42,"1,093"
Renault,Trafic,37.04635294,6,91.44117647,1773.823529,diesel,866,154,47,"1,067"
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,847,171,44,"1,062"
Ssangyong,Rodius,57.59,5.428571429,121,1998,diesel,701,298,46,"1,045"
Daihatsu,Move,12.924,4,43,989,petrol,484,475,72,"1,031"
Honda,CR-Z,27.12333333,6,101,1497,petrol,611,355,64,"1,030"
Seat,Exeo,33.8615625,5.375,116.25,1925.25,petrol,872,124,28,"1,024"
Porsche,928,110.0985,5,235,4957,petrol,923,54,43,"1,020"
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,819,166,34,"1,019"
Mercedes,Vito,37.31220238,5.678571429,102.7261905,2118.940476,diesel,877,90,44,"1,011"
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,516220,579692,"46,103",1142015
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,695527,369115,"46,478",1111120
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,442741,287278,"43,908",773927
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,259984,372428,"31,507",663919
Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,483044,102395,"20,913",606352
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,407075,130854,"29,168",567097
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,197990,333388,"29,678",561056
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,193661,278717,"30,621",502999
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,172260,297084,"29,002",498346
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,266172,204186,"26,377",496735
Ford,Ka+,15.46,5,60.8,1196,petrol,108625,305300,"21,685",435610
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,246678,140718,"21,908",409304
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,104932,177217,"22,449",304598
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,182746,104949,"12,340",300035
Peugeot,307,27.46483636,4.872727273,86.45454545,1723,petrol,145324,118282,"13,902",277508
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,184659,"63,720","15,678",264057
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,202998,"46,749","13,639",263386
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,185948,"54,990","12,486",253424
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,130129,"83,982","14,246",228357
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,149523,"60,812","8,563",218898
Peugeot,306,18.64264,4.84,67,1698.64,petrol,127525,"73,358","9,813",210696
Mini,Cooper,31.38814286,6.714285714,111,1711.571429,petrol,"67,995",123251,"11,941",203187
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,114474,"65,636","10,353",190463
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,"84,182","89,102","8,029",181313
Honda,Jazz,26.3525,0,80,1498,petrol,"74,781","93,233","9,702",177716
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,131369,"31,332","9,944",172645
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,106412,"56,616","8,387",171415
Renault,Laguna,34.02059211,5.552631579,99,1920.026316,diesel,128508,"33,628","7,216",169352
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"96,824","62,889","9,631",169344
BMW,535i,93.71425,8,225,2979,petrol,135036,"20,821","8,335",164192
Land-Rover,Discovery,107.4521429,8,182.5714286,2425.428571,diesel,121815,"32,043","6,273",160131
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"74,796","78,017","6,562",159375
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"84,457","66,592","7,408",158457
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,113448,"24,860","6,621",144929
Peugeot,207,21.70216667,4.9,79.76666667,1536,petrol,"55,479","80,639","6,702",142820
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,109050,"19,167","8,496",136713
Rover,2000,17.182,5,74,1994,petrol,"76,885","48,044","5,879",130808
Citroen,C3,22.90364865,5.405405405,75.64864865,1364,petrol,"50,767","70,830","6,221",127818
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"98,187","21,163","7,130",126480
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"68,954","47,681","6,007",122642
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,"88,741","24,313","6,134",119188
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"47,024","62,769","8,487",118280
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"54,443","55,929","7,821",118193
Saab,9-3X,49.28583333,6,145,1963.666667,petrol,"83,036","28,671","6,402",118109
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"55,978","55,682","4,694",116354
Skoda,Octavia,30.65053846,6.346153846,95,1136.692308,petrol,"84,707","19,714","4,500",108921
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"67,720","29,356","4,915",101991
BMW,118i,37.4265,6.2,104.2,1796.6,petrol,"48,109","42,607","5,501","96,217"
Jaguar,XE,65.56875,8,167.25,1998,petrol,"77,309","14,859","3,582","95,750"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"42,230","44,378","5,788","92,396"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"70,504","15,715","3,370","89,589"
Rover,75,39.35238095,5,98.04761905,1928.714286,petrol,"69,864","12,219","3,336","85,419"
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"67,584","12,137","4,516","84,237"
Mini,One,24.09525,6.25,68.75,1498.25,petrol,"21,243","58,183","4,671","84,097"
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"61,703","14,957","4,751","81,411"
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"41,930","31,678","2,893","76,501"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"42,190","29,352","4,491","76,033"
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"51,394","21,919","2,674","75,987"
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"56,579","13,776","2,958","73,313"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"29,243","36,514","5,466","71,223"
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"50,334","16,077","3,927","70,338"
Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,"44,407","21,504","2,437","68,348"
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"36,344","26,815","4,304","67,463"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"15,898","45,202","4,279","65,379"
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041,petrol,"41,339","18,779","3,573","63,691"
Hyundai,Getz,13.63642857,4.714285714,69,1424.857143,petrol,"27,156","31,727","2,292","61,175"
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,"35,391","22,710","2,626","60,727"
Rover,45,23.322,3.75,84.2,1853.9,petrol,"43,257","14,483","2,276","60,016"
Peugeot,107,11.14333333,5,50,998,petrol,"17,499","37,013","2,651","57,163"
Kia,Picanto,16.59192308,5,52.84615385,998,petrol,"21,000","33,462","1,967","56,429"
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"32,790","20,394","3,084","56,268"
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"37,407","14,943","3,111","55,461"
Fiat,Panda,10.42388889,5,52.44444444,1095.777778,petrol,"23,368","27,704","2,755","53,827"
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"38,385","13,207","2,161","53,753"
Toyota,Aygo,15.20916667,5,53,998,petrol,"17,121","32,009","4,187","53,317"
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"43,812","6,173","2,176","52,161"
Citroen,C2,15.14,5,64,1382.75,petrol,"20,952","28,713","1,975","51,640"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"28,815","19,982","2,494","51,291"
BMW,X5,113.2693333,8,246.3333333,2994.666667,diesel,"36,755","11,684","2,278","50,717"
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,"39,850","8,254","1,797","49,901"
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"38,468","7,568","1,833","47,869"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"37,766","8,327","1,727","47,820"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"32,402","12,941","2,375","47,718"
Citroen,Berlingo,27.4386,6.34,85.28,1452,diesel,"31,507","13,991","2,116","47,614"
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,"27,414","16,457","2,903","46,774"
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"33,388","10,669","2,195","46,252"
Mercedes,ML,77.41666667,7,188.3333333,2876,diesel,"30,516","12,648","2,554","45,718"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"20,138","22,842","2,345","45,325"
Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"15,487","27,046","2,740","45,273"
MG,ZR,21.02333333,5,92.33333333,1729.333333,petrol,"26,973","16,352","1,643","44,968"
Citroen,C1,13.48615385,5,52.38461538,1028.923077,petrol,"16,604","26,330","1,706","44,640"
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"35,025","7,000","2,373","44,398"
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"18,919","22,246","3,118","44,283"
Mazda,2,21.6,6,64.625,1496,petrol,"17,299","24,382","1,991","43,672"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"38,059","3,554","1,707","43,320"
Nissan,Note,19.31857143,5,66.42857143,1348.285714,diesel,"24,098","16,544","2,412","43,054"
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,petrol,"23,530","13,509","2,116","39,155"
Kia,Rio,22.95871429,6.285714286,80,998,petrol,"22,143","14,947","1,235","38,325"
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"23,112","13,435","1,715","38,262"
Volkswagen,Sharan,45.6995,6,114,1854.2,diesel,"25,844","9,356","2,833","38,033"
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"27,515","8,062","2,183","37,760"
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,"20,847","13,308","3,193","37,348"
Renault,Espace,59,7,166,1798,petrol,"25,058","9,826","1,965","36,849"
Skoda,Felicia,11.370625,5,48,1518,petrol,"21,589","12,727","1,720","36,036"
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"22,301","10,844","1,742","34,887"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"13,743","18,028","2,910","34,681"
Fiat,Seicento,8.17,5,40,1108,petrol,"11,787","20,428","1,778","33,993"
Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,diesel,"10,510","21,048","2,054","33,612"
Volvo,S60,52.085,8,223.8333333,1969,petrol,"26,217","4,733","1,605","32,555"
Suzuki,Wagon,9.8628,5,50,1090.4,petrol,"15,619","14,683","2,172","32,474"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"27,676","3,179","1,427","32,282"
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"23,830","5,733","1,427","30,990"
Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,petrol,"17,747","11,498","1,139","30,384"
Fiat,Brava,17.22277778,4.888888889,70,1615.333333,petrol,"16,639","11,062","1,685","29,386"
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"22,641","5,333","1,306","29,280"
Hyundai,I10,16.011,5,51.77777778,998,petrol,"12,758","15,123",603,"28,484"
Suzuki,Jimny,25.94322222,4.777777778,67,1372.666667,petrol,"12,558","13,791","2,050","28,399"
Toyota,MR2,34.19,6,103,1794,petrol,"17,779","9,229","1,364","28,372"
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,"16,364","9,970","1,236","27,570"
Fiat,Bravo,22.455,6,92.30769231,1466.307692,petrol,"15,888","10,273","1,243","27,404"
Porsche,Boxster,83.50125,6.5,213.5,3071,petrol,"19,279","6,342","1,520","27,141"
Citroen,ZX,16.05676923,4.923076923,67,1703.153846,petrol,"17,216","8,124","1,372","26,712"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"18,774","6,356","1,259","26,389"
Volvo,XC90,85.82946154,8,213.1538462,1969,petrol,"16,685","7,869","1,773","26,327"
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"8,314","16,174","1,546","26,034"
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"12,942","11,027","1,526","25,495"
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,"17,272","6,560","1,503","25,335"
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"14,993","8,499","1,328","24,820"
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,"11,702","11,838","1,251","24,791"
BMW,X3,76.5922,8,184,2396.4,petrol,"13,693","9,740","1,307","24,740"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"14,939","8,164",823,"23,926"
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"19,985","2,251","1,582","23,818"
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"16,079","6,909",808,"23,796"
Toyota,Previa,43.08,4.666666667,105,2239.666667,petrol,"15,840","6,227","1,674","23,741"
Toyota,Prius,33.798,0,96,1797.4,petrol,"14,927","6,204","2,537","23,668"
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,petrol,"8,540","13,613","1,160","23,313"
Seat,Alhambra,49.82277778,6,115.8333333,1746.944444,petrol,"15,723","6,275","1,275","23,273"
Suzuki,Ignis,19.45142857,3.571428571,61,1197,petrol,"10,500","10,953","1,716","23,169"
MG,TF,32.09,4,98.2,1754.4,petrol,"10,948","10,731","1,292","22,971"
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"15,968","5,472","1,432","22,872"
Jaguar,XK,145.6466667,6,283,5000,petrol,"18,681","3,073","1,018","22,772"
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"17,664","3,928","1,118","22,710"
BMW,Z4,64.109625,6.75,202.125,2778,petrol,"14,317","6,906","1,416","22,639"
Kia,Sorento,36.01325,6,151.6666667,2048.666667,petrol,"16,395","5,642",590,"22,627"
Toyota,Starlet,11.389,4.142857143,53,1308.285714,petrol,"8,824","12,092","1,219","22,135"
BMW,740i,115.533,8,250,2998,petrol,"18,962","1,955","1,130","22,047"
Ford,S-MAX,47.52333333,6,128.8888889,1886.555556,diesel,"13,742","7,360",806,"21,908"
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"15,721","4,691","1,025","21,437"
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"17,287","2,580","1,153","21,020"
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"14,650","5,055",821,"20,526"
Peugeot,405,20.43008333,4.791666667,69.875,1773,petrol,"16,009","3,657",759,"20,425"
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"11,350","7,898","1,069","20,317"
Subaru,Forester,51.646,0,110,1995,petrol,"13,205","5,339","1,337","19,881"
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"11,615","6,812","1,124","19,551"
Volvo,940,30.236875,4.5,110,2316,petrol,"14,903","3,416",962,"19,281"
Rover,Mini,7.92,4,33.33333333,868.3333333,petrol,"10,144","8,164",819,"19,127"
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"13,808","4,106","1,127","19,041"
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,diesel,"11,392","7,033",607,"19,032"
BMW,Z3,39.7374,4.6,115,2234.4,petrol,"10,504","7,216","1,223","18,943"
Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,automatic,"9,199","8,794",862,"18,855"
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,diesel,"9,923","7,915",956,"18,794"
Kia,Carens,31.195,6,105.875,1755.75,petrol,"12,651","5,480",572,"18,703"
Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,petrol,"12,409","5,835",402,"18,646"
BMW,M3,135.1055,6.5,309,3999,petrol,"15,809","1,712",660,"18,181"
Citroen,AX,10.83275,5,45,1242,petrol,"9,062","7,915",842,"17,819"
MG,ZS,30.99,0,105,335,automatic,"13,595","3,665",545,"17,805"
Hyundai,Matrix,18.513,4.6,76,1599,petrol,"10,770","6,402",614,"17,786"
Audi,A2,23.0525,5,55,1406,petrol,"7,655","8,604","1,224","17,483"
MG,ZT,42.74666667,5,128.5,2548.833333,petrol,"14,308","2,229",507,"17,044"
Mercedes,SLS,264.675,7,420,6208,petrol,"11,874","3,314",862,"16,050"
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"12,026","3,357",500,"15,883"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"9,251","5,721",750,"15,722"
Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,petrol,"9,923","5,198",394,"15,515"
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"10,092","4,549",831,"15,472"
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,"10,255","4,508",680,"15,443"
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384,petrol,"5,345","9,177",758,"15,280"
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"12,702","1,872",687,"15,261"
Fiat,Multipla,25.2075,5,80.5,1753,petrol,"8,670","5,639",896,"15,205"
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"11,139","3,083",580,"14,802"
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"11,326","2,669",732,"14,727"
Ford,C-MAX,32.1815,6,99,1448.6,petrol,"9,456","4,698",446,"14,600"
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"6,253","7,626",705,"14,584"
Volkswagen,Touareg,94.098125,8,190,2967,diesel,"10,197","3,779",592,"14,568"
Ford,Streetka,26,5,70,1597,petrol,"1,928","11,749",826,"14,503"
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,"10,384","3,549",567,"14,500"
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,petrol,"9,353","4,675",447,"14,475"
Honda,HR-V,32.723,3.6,96,1498,petrol,"7,501","5,792",843,"14,136"
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,petrol,"6,432","6,488",611,"13,531"
Mazda,5,22.12540909,5.5,75.09090909,1622.681818,petrol,"7,348","5,010",583,"12,941"
Daihatsu,Terios,26.19775,4.625,77,1495,petrol,"6,035","6,259",639,"12,933"
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"10,004","2,299",558,"12,861"
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,petrol,"6,968","4,798",725,"12,491"
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"9,681","2,086",672,"12,439"
Jaguar,XF,78.74625,8,176.25,1997,diesel,"10,686","1,137",456,"12,279"
Hyundai,I20,21.847,6.090909091,70.72727273,1052.272727,petrol,"6,718","5,268",286,"12,272"
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"9,083","2,635",475,"12,193"
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"7,849","3,391",624,"11,864"
Honda,FR-V,33.12857143,5.285714286,103,1914.714286,petrol,"6,578","4,605",676,"11,859"
Suzuki,SX4,20.6695,4.75,88,1586,petrol,"6,465","4,585",752,"11,802"
Fiat,Cinquecento,7.712,5,29,899,petrol,"5,380","5,631",602,"11,613"
Volkswagen,Eos,42.2862,6,113.8,1740,petrol,"4,620","6,036",862,"11,518"
Smart,City-coupe,13.2053,6,35.8,679,petrol,"4,991","5,725",684,"11,400"
Ford,Maverick,29.151,5,89,2526.5,petrol,"8,179","2,643",467,"11,289"
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,"8,583","1,992",590,"11,165"
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,"9,537","1,356",264,"11,157"
Volkswagen,Fox,12.49833333,5,48.66666667,1336.666667,petrol,"3,886","6,369",540,"10,795"
Suzuki,Liana,18.88233333,4.666666667,74,1523.333333,petrol,"6,374","3,793",618,"10,785"
Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,petrol,"6,979","3,265",469,"10,713"
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362,petrol,"7,799","2,252",432,"10,483"
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"7,384","2,456",495,"10,335"
Skoda,Superb,39.725,6.8,110,1592,petrol,"8,812","1,160",342,"10,314"
BMW,640i,114.8758333,8,235,2979,petrol,"8,171","1,370",387,"9,928"
Chrysler,Neon,19.71783333,4,98,1995,petrol,"6,215","3,099",599,"9,913"
Ford,Kuga,38.7525,0,165,2488,petrol,"6,373","3,227",196,"9,796"
Audi,A5,59.43242424,7,150.4545455,1981.818182,petrol,"7,759","1,532",437,"9,728"
Saab,9000,41.616,4.6,125.36,2336.52,petrol,"7,675","1,524",527,"9,726"
Hyundai,Lantra,16.4455,4.666666667,78,1741,petrol,"6,332","2,775",447,"9,554"
Audi,Q7,106.5488889,8,210,2976.333333,diesel,"6,850","2,261",433,"9,544"
Porsche,Cayenne,158.976,8,326,3295,petrol,"6,552","2,319",464,"9,335"
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,"6,576","1,886",576,"9,038"
Volkswagen,Tiguan,44.30857143,6.714285714,108,1663.928571,petrol,"5,232","3,365",434,"9,031"
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,"5,516","2,885",426,"8,827"
Peugeot,807,45.76307692,5.307692308,109.0769231,2053,diesel,"5,603","2,720",481,"8,804"
Hyundai,Trajet,30.352,4.4,99,2117.6,petrol,"5,568","2,818",380,"8,766"
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"3,945","4,217",507,"8,669"
Mazda,Premacy,23.22409091,4.909090909,82,1938,petrol,"5,241","2,923",432,"8,596"
Audi,A8,116.545,8,230,2981,petrol,"7,405",604,410,"8,419"
Smart,Forfour,24.674,0,60,160,automatic,"3,316","4,378",523,"8,217"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"5,333","2,338",509,"8,180"
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"5,562","2,158",394,"8,114"
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"5,807","1,835",358,"8,000"
Rover,CityRover,11.74,5,63,1405,petrol,"3,288","4,041",535,"7,864"
Honda,S2000,55.25,6,177,1997,petrol,"5,669","1,615",416,"7,700"
